dew,humidity,pressure,temperature,timestamp,volt,rainfall,rainrate
24.32313,98.18,1008.32,24.63,1762290642,4.09,,
24.33481,98.19,1008.32,24.64,1762290702,4.09,,
24.31146,98.17,1008.31,24.62,1762290762,4.08,,
24.31973,98.16,1008.34,24.63,1762290823,4.08,,
24.32483,98.19,1008.31,24.63,1762290882,4.08,,
24.31146,98.17,1008.29,24.62,1762290942,4.09,,
24.31486,98.19,1008.26,24.62,1762291002,4.09,,
24.27983,98.16,1008.28,24.59,1762291062,4.09,,
24.29321,98.18,1008.27,24.6,1762291122,4.08,,
24.30148,98.17,1008.25,24.61,1762291182,4.08,,
24.30148,98.17,1008.27,24.61,1762291242,4.08,,
24.28981,98.16,1008.27,24.6,1762291302,4.09,,
24.30488,98.19,1008.27,24.61,1762291362,4.09,,
24.30488,98.19,1008.3,24.61,1762291423,4.08,,
24.27325,98.18,1008.32,24.58,1762291483,4.08,,
24.29321,98.18,1008.32,24.6,1762291543,4.09,,
24.28152,98.17,1008.34,24.59,1762291603,4.09,,
24.26497,98.19,1008.34,24.57,1762291663,4.08,,
24.26327,98.18,1008.32,24.57,1762291723,4.08,,
24.26667,98.2,1008.3,24.57,1762291783,4.09,,
24.26667,98.2,1008.29,24.57,1762291843,4.09,,
24.27007,98.22,1008.33,24.57,1762291903,4.08,,
24.24014,98.22,1008.3,24.54,1762291963,4.09,,
24.24183,98.23,1008.3,24.54,1762292023,4.09,,
24.25011,98.22,1008.32,24.55,1762292083,4.08,,
24.25011,98.22,1008.37,24.55,1762292143,4.08,,
24.25351,98.24,1008.39,24.55,1762292203,4.08,,
24.27176,98.23,1008.41,24.57,1762292263,4.09,,
24.25181,98.23,1008.44,24.55,1762292323,4.09,,
24.27346,98.24,1008.44,24.57,1762292383,4.09,,
24.2552,98.25,1008.42,24.55,1762292443,4.09,,
24.2569,98.26,1008.43,24.55,1762292503,4.08,,
24.26688,98.26,1008.43,24.56,1762292563,4.09,,
24.24693,98.26,1008.4,24.54,1762292623,4.09,,
24.27197,98.29,1008.41,24.56,1762292684,4.09,,
24.25202,98.29,1008.43,24.54,1762292744,4.09,,
24.25371,98.3,1008.42,24.54,1762292804,4.09,,
24.24713,98.32,1008.42,24.53,1762292864,4.09,,
24.23715,98.32,1008.45,24.52,1762292924,4.09,,
24.20721,98.32,1008.44,24.49,1762292984,4.09,,
24.25052,98.34,1008.44,24.53,1762293044,4.08,,
24.24224,98.35,1008.46,24.52,1762293104,4.09,,
24.22058,98.34,1008.44,24.5,1762293164,4.09,,
24.23884,98.33,1008.43,24.52,1762293224,4.09,,
24.24882,98.33,1008.46,24.53,1762293284,4.08,,
24.25052,98.34,1008.48,24.53,1762293344,4.09,,
24.25221,98.35,1008.48,24.53,1762293404,4.09,,
24.22397,98.36,1008.49,24.5,1762293464,4.09,,
24.23056,98.34,1008.51,24.51,1762293524,4.09,,
24.20232,98.35,1008.53,24.48,1762293585,4.08,,
24.20062,98.34,1008.56,24.48,1762293645,4.09,,
24.20062,98.34,1008.57,24.48,1762293705,4.09,,
24.22228,98.35,1008.59,24.5,1762293765,4.09,,
24.20062,98.34,1008.62,24.48,1762293825,4.09,,
24.20062,98.34,1008.67,24.48,1762293885,4.09,,
24.21399,98.36,1008.65,24.49,1762293945,4.09,,
24.2106,98.34,1008.67,24.49,1762294005,4.09,,
24.20401,98.36,1008.68,24.48,1762294065,4.08,,
24.18236,98.35,1008.71,24.46,1762294125,4.09,,
24.18405,98.36,1008.71,24.46,1762294185,4.08,,
24.20232,98.35,1008.74,24.48,1762294245,4.09,,
24.20571,98.37,1008.77,24.48,1762294305,4.08,,
24.19573,98.37,1008.78,24.47,1762294365,4.08,,
24.18914,98.39,1008.81,24.46,1762294425,4.09,,
24.1624,98.35,1008.84,24.44,1762294485,4.09,,
24.19912,98.39,1008.87,24.47,1762294545,4.09,,
24.16749,98.38,1008.9,24.44,1762294606,4.09,,
24.18066,98.34,1008.89,24.46,1762294665,4.08,,
24.16749,98.38,1008.89,24.44,1762294725,4.09,,
24.1641,98.36,1008.9,24.44,1762294785,4.08,,
24.16749,98.38,1008.92,24.44,1762294846,4.09,,
24.16579,98.37,1008.92,24.44,1762294906,4.09,,
24.16749,98.38,1008.92,24.44,1762294966,4.09,,
24.16579,98.37,1008.94,24.44,1762295026,4.09,,
24.17747,98.38,1008.97,24.45,1762295086,4.1,,
24.16579,98.37,1008.98,24.44,1762295146,4.08,,
24.1592,98.39,1009.0,24.43,1762295206,4.09,,
24.16259,98.41,1009.03,24.43,1762295266,4.09,,
24.12418,98.36,1009.02,24.4,1762295326,4.08,,
24.17257,98.41,1009.04,24.44,1762295386,4.09,,
24.15412,98.36,1009.03,24.43,1762295446,4.12,,
24.16089,98.4,1009.06,24.43,1762295506,4.12,,
24.13585,98.37,1009.05,24.41,1762295566,4.11,,
24.15242,98.35,1009.07,24.43,1762295626,4.1,,
24.16089,98.4,1009.08,24.43,1762295686,4.12,,
24.18744,98.38,1009.1,24.46,1762295746,4.12,,
24.15751,98.38,1009.07,24.43,1762295806,4.12,,
24.15581,98.37,1009.06,24.43,1762295866,4.11,,
24.19083,98.4,1009.05,24.46,1762295926,4.11,,
24.19422,98.42,1009.06,24.46,1762295986,4.13,,
24.18085,98.4,1009.05,24.45,1762296046,4.09,,
24.21588,98.43,1009.06,24.48,1762296106,4.12,,
24.21079,98.4,1009.05,24.48,1762296166,4.12,,
24.23584,98.43,1009.08,24.5,1762296227,4.12,,
24.24582,98.43,1009.06,24.51,1762296287,4.1,,
24.26088,98.46,1009.06,24.52,1762296347,4.12,,
24.25918,98.45,1009.06,24.52,1762296407,4.12,,
24.27425,98.48,1009.08,24.53,1762296467,4.13,,
24.2959,98.49,1009.08,24.55,1762296527,4.12,,
24.32924,98.51,1009.1,24.58,1762296587,4.11,,
24.38423,98.54,1009.13,24.63,1762296647,4.12,,
24.38253,98.53,1009.14,24.63,1762296707,4.12,,
24.40099,98.58,1009.15,24.64,1762296767,4.11,,
24.41756,98.56,1009.17,24.66,1762296827,4.12,,
24.41926,98.57,1009.14,24.66,1762296887,4.12,,
24.45259,98.59,1009.14,24.69,1762296947,4.13,,
24.47255,98.59,1009.15,24.71,1762297007,4.11,,
24.49591,98.61,1009.17,24.73,1762297067,4.12,,
24.51587,98.61,1009.17,24.75,1762297127,4.12,,
24.54092,98.64,1009.15,24.77,1762297187,4.12,,
24.5509,98.64,1009.18,24.78,1762297247,4.12,,
24.56748,98.62,1009.19,24.8,1762297307,4.12,,
24.60421,98.66,1009.18,24.83,1762297367,4.13,,
24.6076,98.68,1009.21,24.83,1762297427,4.12,,
24.64414,98.66,1009.2,24.87,1762297487,4.13,,
24.67918,98.69,1009.21,24.9,1762297548,4.12,,
24.70423,98.72,1009.23,24.92,1762297608,4.12,,
24.73758,98.74,1009.21,24.95,1762297668,4.12,,
24.73419,98.72,1009.26,24.95,1762297728,4.13,,
24.75754,98.74,1009.26,24.97,1762297788,4.11,,
24.75415,98.72,1009.26,24.97,1762297848,4.12,,
24.78241,98.71,1009.28,25.0,1762297908,4.12,,
24.82574,98.73,1009.3,25.04,1762297968,4.13,,
24.83572,98.73,1009.31,25.05,1762298028,4.12,,
24.82234,98.71,1009.35,25.04,1762298088,4.12,,
24.86567,98.73,1009.38,25.08,1762298148,4.13,,
24.87396,98.72,1009.37,25.09,1762298208,4.12,,
24.89053,98.7,1009.4,25.11,1762298268,4.13,,
24.89223,98.71,1009.41,25.11,1762298328,4.12,,
24.94215,98.71,1009.43,25.16,1762298388,4.12,,
24.95213,98.71,1009.45,25.17,1762298449,4.12,,
25.02032,98.7,1009.45,25.24,1762298508,4.12,,
25.04369,98.72,1009.45,25.26,1762298568,4.12,,
25.04857,98.69,1009.48,25.27,1762298628,4.12,,
25.06705,98.74,1009.5,25.28,1762298688,4.13,,
25.08192,98.71,1009.53,25.3,1762298748,4.14,,
25.09678,98.68,1009.55,25.32,1762298809,4.13,,
25.11165,98.65,1009.59,25.34,1762298869,4.13,,
25.12821,98.63,1009.63,25.36,1762298929,4.13,,
25.15475,98.61,1009.61,25.39,1762298989,4.13,,
25.16791,98.57,1009.66,25.41,1762299049,4.13,,
25.18276,98.54,1009.67,25.43,1762299109,4.13,,
25.19078,98.47,1009.66,25.45,1762299169,4.14,,
25.21049,98.41,1009.71,25.48,1762299229,4.13,,
25.22191,98.36,1009.7,25.5,1762299289,4.14,,
25.23503,98.32,1009.69,25.52,1762299349,4.13,,
25.27637,98.27,1009.73,25.57,1762299409,4.14,,
25.26953,98.23,1009.75,25.57,1762299469,4.14,,
25.31086,98.18,1009.78,25.62,1762299529,4.14,,
25.31026,98.06,1009.8,25.64,1762299589,4.13,,
25.33815,97.99,1009.82,25.68,1762299649,4.13,,
25.376,97.92,1009.86,25.73,1762299709,4.13,,
25.43413,97.91,1009.89,25.79,1762299769,4.14,,
25.39699,97.81,1009.94,25.77,1762299829,4.14,,
25.42138,97.72,1009.98,25.81,1762299890,4.14,,
25.44059,97.6,1009.98,25.85,1762299950,4.13,,
25.40474,97.45,1009.96,25.84,1762300010,4.14,,
25.43385,97.33,1009.97,25.89,1762300070,4.14,,
25.43129,97.2,1009.97,25.91,1762300130,4.13,,
25.50234,97.15,1009.99,25.99,1762300190,4.14,,
25.56515,97.11,1010.01,26.06,1762300250,4.14,,
25.65611,97.06,1010.01,26.16,1762300310,4.14,,
25.68854,96.96,1010.03,26.21,1762300370,4.14,,
25.68758,96.84,1010.05,26.23,1762300430,4.14,,
25.66094,96.63,1010.07,26.24,1762300490,4.13,,
25.63948,96.45,1010.1,26.25,1762300550,4.14,,
25.65601,96.26,1010.08,26.3,1762300610,4.13,,
25.62038,96.0,1010.09,26.31,1762300670,4.12,,
25.60277,95.73,1010.09,26.34,1762300730,4.13,,
25.57266,95.39,1010.12,26.37,1762300790,4.14,,
25.54657,95.13,1010.11,26.39,1762300850,4.13,,
25.57854,95.03,1010.13,26.44,1762300910,4.14,,
25.65411,95.12,1010.14,26.5,1762300971,4.13,,
25.71266,95.17,1010.2,26.55,1762301031,4.14,,
25.69423,95.01,1010.21,26.56,1762301091,4.13,,
25.64298,94.61,1010.21,26.58,1762301151,4.13,,
25.64524,94.4,1010.22,26.62,1762301211,4.14,,
25.6357,94.18,1010.26,26.65,1762301271,4.13,,
25.59102,93.82,1010.3,26.67,1762301331,4.14,,
25.57854,93.53,1010.35,26.71,1762301391,4.14,,
25.62452,93.51,1010.38,26.76,1762301451,4.14,,
25.68311,93.56,1010.39,26.81,1762301511,4.14,,
25.67947,93.32,1010.41,26.85,1762301571,4.14,,
25.70647,93.25,1010.41,26.89,1762301631,4.14,,
25.79575,93.36,1010.42,26.96,1762301691,4.13,,
25.87238,93.4,1010.42,27.03,1762301751,4.14,,
25.86774,93.21,1010.42,27.06,1762301811,4.14,,
25.94618,93.26,1010.47,27.13,1762301871,4.14,,
25.94245,93.13,1010.49,27.15,1762301931,4.14,,
25.81036,92.35,1010.49,27.16,1762301991,4.14,,
25.791,91.92,1010.53,27.22,1762302051,4.14,,
25.76253,91.55,1010.53,27.26,1762302111,4.13,,
25.76269,91.39,1010.55,27.29,1762302172,4.14,,
25.86829,91.48,1010.52,27.38,1762302232,4.14,,
25.94724,91.64,1010.52,27.43,1762302293,4.14,,
25.93077,91.39,1010.53,27.46,1762302352,4.14,,
25.9049,91.09,1010.52,27.49,1762302412,4.14,,
25.90545,90.88,1010.48,27.53,1762302472,4.14,,
25.71914,90.04,1010.52,27.5,1762302532,4.14,,
25.76572,89.92,1010.52,27.57,1762302592,4.14,,
25.81832,89.99,1010.52,27.61,1762302652,4.14,,
25.83854,89.94,1010.54,27.64,1762302712,4.14,,
25.89164,89.96,1010.51,27.69,1762302772,4.14,,
25.97572,90.04,1010.52,27.76,1762302832,4.15,,
25.92407,89.87,1010.52,27.74,1762302892,4.14,,
25.84812,89.31,1010.54,27.77,1762302952,4.14,,
25.85995,89.06,1010.55,27.83,1762303012,4.14,,
25.88003,89.01,1010.55,27.86,1762303072,4.14,,
25.95925,89.22,1010.57,27.9,1762303132,4.14,,
26.03314,89.35,1010.59,27.95,1762303192,4.14,,
26.05704,89.32,1010.61,27.98,1762303252,4.14,,
26.09876,89.28,1010.61,28.03,1762303312,4.14,,
26.13099,89.19,1010.64,28.08,1762303372,4.14,,
26.09662,88.75,1010.65,28.13,1762303432,4.14,,
26.05362,88.37,1010.63,28.16,1762303492,4.14,,
26.093,88.37,1010.61,28.2,1762303552,4.14,,
26.1518,88.42,1010.68,28.25,1762303613,4.14,,
26.12216,88.06,1010.68,28.29,1762303673,4.14,,
26.01883,87.32,1010.67,28.33,1762303733,4.14,,
26.02158,87.03,1010.69,28.39,1762303793,4.14,,
25.96518,86.74,1010.73,28.39,1762303853,4.14,,
26.022,86.83,1010.75,28.43,1762303913,4.14,,
26.10074,86.73,1010.75,28.53,1762304033,4.14,,
26.15952,86.83,1010.72,28.57,1762304093,4.14,,
26.22617,86.92,1010.75,28.62,1762304153,4.15,,
26.22452,86.71,1010.74,28.66,1762304213,4.14,,
26.24416,86.71,1010.73,28.68,1762304273,4.14,,
26.28751,86.58,1010.71,28.75,1762304333,4.14,,
26.27384,86.46,1010.71,28.76,1762304393,4.15,,
26.19341,86.2,1010.71,28.73,1762304453,4.14,,
26.12231,85.59,1010.71,28.78,1762304513,4.14,,
26.10048,85.43,1010.74,28.79,1762304573,4.14,,
26.11592,85.31,1010.76,28.83,1762304633,4.14,,
26.16084,85.24,1010.8,28.89,1762304693,4.15,,
26.17647,85.22,1010.83,28.91,1762304753,4.14,,
26.20028,85.34,1010.85,28.91,1762304813,4.14,,
26.13839,84.93,1010.88,28.93,1762304873,4.15,,
26.23484,85.07,1010.88,29.0,1762304933,4.14,,
26.23999,84.85,1010.87,29.05,1762304994,4.14,,
26.12995,84.3,1010.87,29.05,1762305054,4.14,,
26.18491,84.33,1010.87,29.1,1762305114,4.14,,
26.29238,84.72,1010.82,29.13,1762305174,4.14,,
26.37184,85.02,1010.87,29.15,1762305234,4.14,,
26.45711,85.35,1010.85,29.17,1762305294,4.14,,
26.52014,85.47,1010.9,29.21,1762305354,4.14,,
26.44333,85.33,1010.9,29.16,1762305414,4.14,,
26.30196,84.67,1010.85,29.15,1762305474,4.14,,
26.25012,84.46,1010.85,29.14,1762305534,4.14,,
26.27171,84.47,1010.89,29.16,1762305594,4.14,,
26.22831,84.4,1010.85,29.13,1762305654,4.14,,
26.13468,84.08,1010.87,29.1,1762305714,4.14,,
25.96568,83.34,1010.85,29.08,1762305774,4.14,,
25.98817,83.21,1010.79,29.13,1762305834,4.14,,
26.00072,83.32,1010.82,29.12,1762305894,4.15,,
26.04053,83.42,1010.82,29.14,1762305954,4.15,,
26.03943,83.27,1010.78,29.17,1762306014,4.15,,
26.00409,83.0,1010.83,29.19,1762306075,4.14,,
26.01182,82.99,1010.81,29.2,1762306134,4.14,,
26.01418,82.81,1010.85,29.24,1762306194,4.14,,
25.97175,82.65,1010.82,29.23,1762306255,4.14,,
25.98683,82.39,1010.85,29.3,1762306315,4.14,,
25.87331,81.98,1010.83,29.27,1762306375,4.14,,
25.92673,82.05,1010.84,29.31,1762306435,4.15,,
25.96529,82.19,1010.84,29.32,1762306495,4.14,,
25.99554,82.1,1010.82,29.37,1762306555,4.14,,
26.02165,81.99,1010.82,29.42,1762306615,4.14,,
26.05241,81.95,1010.81,29.46,1762306675,4.15,,
26.12686,81.98,1010.82,29.53,1762306735,4.14,,
26.20957,82.05,1010.83,29.6,1762306795,4.14,,
26.10824,81.56,1010.84,29.6,1762306915,4.15,,
26.11672,81.46,1010.83,29.63,1762306975,4.14,,
26.17708,81.61,1010.82,29.66,1762307035,4.14,,
26.22204,81.78,1010.79,29.67,1762307097,4.14,,
26.33335,82.13,1010.82,29.71,1762307155,4.14,,
26.38982,82.12,1010.77,29.77,1762307215,4.14,,
26.1559,81.18,1010.78,29.73,1762307335,4.14,,
26.12253,81.02,1010.77,29.73,1762307395,4.15,,
26.09947,80.77,1010.72,29.76,1762307455,4.15,,
26.20309,80.8,1010.74,29.86,1762307515,4.15,,
26.34995,80.99,1010.7,29.97,1762307576,4.14,,
26.401,80.63,1010.67,30.1,1762307636,4.14,,
26.34887,80.06,1010.66,30.17,1762307696,4.14,,
26.20679,79.3,1010.68,30.19,1762307756,4.15,,
26.28295,78.93,1010.65,30.35,1762307816,4.15,,
26.15269,78.28,1010.63,30.36,1762307876,4.14,,
26.16945,77.91,1010.63,30.46,1762307936,4.14,,
26.38648,78.33,1010.63,30.59,1762307996,4.14,,
26.45538,78.29,1010.58,30.67,1762308056,4.14,,
26.24198,77.31,1010.61,30.67,1762308116,4.14,,
26.29489,77.11,1010.59,30.77,1762308176,4.14,,
26.31422,76.89,1010.59,30.84,1762308236,4.15,,
26.23836,76.59,1010.58,30.83,1762308296,4.15,,
26.30944,76.3,1010.58,30.97,1762308356,4.15,,
26.3191,76.3,1010.59,30.98,1762308416,4.15,,
26.32066,76.22,1010.58,31.0,1762308476,4.14,,
26.4311,76.5,1010.56,31.05,1762308536,4.14,,
26.60795,76.95,1010.57,31.13,1762308596,4.14,,
26.62373,76.89,1010.59,31.16,1762308656,4.14,,
26.69752,76.83,1010.61,31.25,1762308716,4.15,,
26.84027,77.17,1010.61,31.32,1762308776,4.14,,
26.85261,77.27,1010.62,31.31,1762308837,4.15,,
26.81907,77.03,1010.61,31.33,1762308897,4.15,,
26.87983,77.13,1010.62,31.37,1762308957,4.15,,
26.78336,76.65,1010.66,31.38,1762309017,4.14,,
26.71008,76.19,1010.67,31.41,1762309077,4.15,,
26.66203,75.63,1010.65,31.49,1762309137,4.14,,
26.74598,75.66,1010.65,31.57,1762309197,4.14,,
26.7708,75.47,1010.65,31.64,1762309257,4.14,,
26.73492,75.14,1010.62,31.68,1762309317,4.15,,
26.92776,75.61,1010.63,31.77,1762309377,4.15,,
26.82338,75.19,1010.59,31.76,1762309437,4.14,,
26.7979,75.12,1010.61,31.75,1762309497,4.15,,
26.72468,75.18,1010.61,31.66,1762309557,4.15,,
26.6085,75.05,1010.63,31.57,1762309617,4.14,,
26.52851,75.08,1010.65,31.48,1762309678,4.15,,
26.49609,75.15,1010.66,31.43,1762309737,4.14,,
26.473,75.39,1010.65,31.35,1762309797,4.14,,
26.48169,75.3,1010.65,31.38,1762309857,4.14,,
26.57619,75.85,1010.64,31.35,1762309917,4.15,,
26.59289,75.58,1010.62,31.43,1762309977,4.15,,
26.50773,75.33,1010.61,31.4,1762310037,4.14,,
26.79532,75.88,1010.56,31.57,1762310098,4.14,,
27.01107,76.37,1010.56,31.68,1762310158,4.14,,
26.88016,75.57,1010.53,31.73,1762310218,4.14,,
26.90939,75.4,1010.55,31.8,1762310278,4.15,,
26.97994,75.2,1010.54,31.92,1762310338,4.14,,
27.07068,75.26,1010.57,32.0,1762310398,4.15,,
27.19428,75.38,1010.55,32.1,1762310458,4.14,,
27.2306,75.37,1010.55,32.14,1762310518,4.15,,
27.00348,74.12,1010.56,32.2,1762310638,4.14,,
27.05486,74.26,1010.55,32.22,1762310698,4.14,,
27.00672,74.26,1010.59,32.17,1762310758,4.14,,
27.05944,74.28,1010.58,32.22,1762310818,4.14,,
26.86329,73.72,1010.54,32.15,1762310878,4.14,,
26.93782,73.96,1010.53,32.17,1762310938,4.14,,
27.08907,74.62,1010.59,32.17,1762310998,4.14,,
26.64363,74.02,1010.6,31.85,1762311058,4.15,,
26.67066,73.97,1010.59,31.89,1762311118,4.14,,
26.72292,74.03,1010.56,31.93,1762311178,4.15,,
26.77657,74.18,1010.55,31.95,1762311238,4.14,,
26.82642,74.44,1010.57,31.94,1762311298,4.15,,
26.617,74.24,1010.57,31.77,1762311358,4.14,,
26.41493,74.03,1010.56,31.61,1762311419,4.14,,
26.44517,73.91,1010.53,31.67,1762311479,4.14,,
26.47306,74.2,1010.55,31.63,1762311539,4.13,,
26.35058,74.55,1010.57,31.42,1762311599,4.13,,
26.40123,75.5,1010.58,31.25,1762311719,4.15,,
26.43885,75.97,1010.57,31.18,1762311779,4.13,,
26.38387,75.94,1010.53,31.13,1762311839,4.14,,
26.476,76.18,1010.55,31.17,1762311899,4.14,,
26.58945,76.91,1010.56,31.12,1762311959,4.14,,
26.4642,77.22,1010.55,30.92,1762312019,4.14,,
26.58662,78.18,1010.57,30.83,1762312079,4.15,,
26.80052,78.9,1010.58,30.89,1762312139,4.15,,
26.92353,79.7,1010.58,30.84,1762312199,4.14,,
26.82981,79.99,1010.56,30.68,1762312259,4.15,,
26.87616,80.53,1010.57,30.61,1762312319,4.15,,
26.75945,80.9,1010.57,30.41,1762312379,4.14,,
26.71659,81.16,1010.58,30.31,1762312439,4.14,,
26.65597,81.01,1010.56,30.28,1762312499,4.14,,
26.55921,80.92,1010.59,30.2,1762312559,4.14,,
26.54267,81.12,1010.56,30.14,1762312619,4.13,,
26.43137,81.1,1010.67,30.03,1762312679,4.14,,
26.15025,81.34,1010.7,29.69,1762312739,4.14,,
25.78652,81.89,1010.69,29.2,1762312799,4.14,,
25.60105,82.46,1010.68,28.89,1762312859,4.15,,
25.45544,83.04,1010.62,28.62,1762312920,4.14,,
25.56773,83.79,1010.59,28.58,1762312980,4.14,,
25.53076,84.24,1010.6,28.45,1762313040,4.14,,
25.49333,84.74,1010.61,28.31,1762313100,4.14,,
25.49267,85.43,1010.52,28.17,1762313160,4.14,,
25.65374,85.9,1010.55,28.24,1762313221,4.15,,
25.75571,86.17,1010.57,28.29,1762313280,4.15,,
25.79666,86.48,1010.59,28.27,1762313340,4.15,,
25.79457,86.57,1010.59,28.25,1762313400,4.15,,
25.80803,86.74,1010.54,28.23,1762313460,4.15,,
25.89602,86.94,1010.61,28.28,1762313520,4.14,,
26.05428,87.3,1010.7,28.37,1762313580,4.15,,
26.02866,87.32,1010.74,28.34,1762313640,4.15,,
26.05815,87.32,1010.69,28.37,1762313700,4.15,,
26.09716,87.42,1010.7,28.39,1762313760,4.15,,
26.06364,87.45,1010.75,28.35,1762313820,4.15,,
26.03801,87.47,1010.77,28.32,1762313880,4.15,,
25.92543,87.6,1010.75,28.18,1762313940,4.14,,
25.96903,87.98,1010.72,28.15,1762314000,4.15,,
25.91225,88.3,1010.72,28.03,1762314060,4.15,,
25.96338,88.93,1010.74,27.96,1762314120,4.14,,
25.97463,89.51,1010.79,27.86,1762314180,4.14,,
25.61214,89.68,1010.79,27.46,1762314240,4.14,,
25.55858,90.29,1010.75,27.29,1762314300,4.14,,
25.37488,90.47,1010.82,27.07,1762314361,4.14,,
25.08607,90.67,1010.76,26.74,1762314421,4.15,,
25.08643,91.1,1010.77,26.66,1762314481,4.14,,
25.07318,91.62,1010.78,26.55,1762314541,4.14,,
24.93793,92.18,1010.81,26.31,1762314601,4.14,,
25.01874,92.68,1010.76,26.3,1762314661,4.14,,
24.86574,92.82,1010.76,26.12,1762314721,4.14,,
24.83334,92.97,1010.76,26.06,1762314781,4.14,,
24.80622,93.26,1010.84,25.98,1762314841,4.14,,
24.61871,93.32,1010.87,25.78,1762314901,4.14,,
24.47538,93.35,1010.8,25.63,1762314961,4.14,,
24.4796,93.54,1010.79,25.6,1762315021,4.13,,
24.4367,93.8,1010.71,25.51,1762315081,4.14,,
24.39968,94.15,1010.7,25.41,1762315141,4.13,,
24.42655,94.47,1010.67,25.38,1762315201,4.13,,
24.38659,94.75,1010.74,25.29,1762315261,4.13,,
24.38679,95.09,1010.83,25.23,1762315321,4.14,,
24.34291,95.35,1010.76,25.14,1762315381,4.11,,
24.19542,95.53,1010.77,24.96,1762315441,4.14,,
24.20866,95.72,1010.76,24.94,1762315501,4.12,,
24.11366,95.86,1010.71,24.82,1762315562,4.14,,
24.16309,96.03,1010.7,24.84,1762315622,4.13,,
24.20554,96.16,1010.61,24.86,1762315682,4.13,,
24.14844,96.29,1010.64,24.78,1762315742,4.14,,
24.08957,96.41,1010.69,24.7,1762315802,4.13,,
23.96056,96.47,1010.62,24.56,1762315862,4.14,,
23.86445,96.49,1010.58,24.46,1762315922,4.13,,
23.79342,96.54,1010.58,24.38,1762315982,4.13,,
23.83706,96.62,1010.62,24.41,1762316042,4.12,,
23.83778,96.74,1010.56,24.39,1762316102,4.13,,
23.84672,96.85,1010.54,24.38,1762316162,4.11,,
23.91883,96.98,1010.57,24.43,1762316222,4.11,,
23.97101,97.11,1010.52,24.46,1762316282,4.11,,
24.02318,97.24,1010.53,24.49,1762316342,4.12,,
24.06707,97.38,1010.53,24.51,1762316402,4.13,,
24.15736,97.5,1010.49,24.58,1762316462,4.13,,
24.20777,97.62,1010.48,24.61,1762316522,4.14,,
24.28638,97.73,1010.47,24.67,1762316582,4.13,,
24.35501,97.84,1010.49,24.72,1762316642,4.13,,
24.39858,97.92,1010.45,24.75,1762316702,4.14,,
24.51537,98.02,1010.44,24.85,1762316762,4.14,,
24.54555,98.08,1010.46,24.87,1762316822,4.14,,
24.59909,98.16,1010.45,24.91,1762316883,4.15,,
24.63096,98.23,1010.43,24.93,1762316942,4.14,,
24.64945,98.28,1010.39,24.94,1762317002,4.14,,
24.6845,98.31,1010.38,24.97,1762317062,4.14,,
24.67962,98.34,1010.36,24.96,1762317123,4.14,,
24.7412,98.35,1010.37,25.02,1762317183,4.14,,
24.72124,98.35,1010.32,25.0,1762317243,4.14,,
24.70105,98.29,1010.34,24.99,1762317303,4.15,,
24.74413,98.25,1010.31,25.04,1762317363,4.13,,
24.73244,98.24,1010.33,25.03,1762317423,4.14,,
24.7906,98.23,1010.3,25.09,1762317483,4.14,,
24.80715,98.21,1010.27,25.11,1762317543,4.14,,
24.81175,98.12,1010.29,25.13,1762317603,4.15,,
24.83997,98.11,1010.26,25.16,1762317663,4.14,,
24.8699,98.11,1010.27,25.19,1762317723,4.14,,
24.93631,98.09,1010.24,25.26,1762317783,4.15,,
24.9728,98.07,1010.23,25.3,1762317843,4.14,,
24.95427,98.02,1010.22,25.29,1762317903,4.15,,
24.99588,98.03,1010.18,25.33,1762317965,4.15,,
25.00385,97.96,1010.19,25.35,1762318023,4.14,,
25.07538,97.97,1010.16,25.42,1762318083,4.15,,
25.09876,97.99,1010.11,25.44,1762318143,4.15,,
25.09533,97.97,1010.1,25.44,1762318203,4.14,,
25.14661,97.92,1010.06,25.5,1762318263,4.14,,
25.1851,97.97,1010.06,25.53,1762318323,4.14,,
25.17996,97.94,1010.03,25.53,1762318383,4.15,,
25.2264,97.92,1010.04,25.58,1762318444,4.15,,
25.25117,97.89,1010.02,25.61,1762318504,4.14,,
25.28934,97.88,1010.0,25.65,1762318564,4.15,,
25.24602,97.86,1009.98,25.61,1762318624,4.15,,
25.29245,97.84,1009.98,25.66,1762318684,4.14,,
25.29726,97.81,1009.94,25.67,1762318744,4.13,,
25.32409,97.85,1009.94,25.69,1762318804,4.14,,
25.37566,97.86,1009.89,25.74,1762318864,4.14,,
25.32065,97.83,1009.91,25.69,1762318924,4.14,,
25.35538,97.8,1009.89,25.73,1762318984,4.14,,
25.34369,97.79,1009.91,25.72,1762319044,4.14,,
25.41865,97.82,1009.9,25.79,1762319104,4.14,,
25.37876,97.82,1009.9,25.75,1762319164,4.14,,
25.36535,97.8,1009.88,25.74,1762319224,4.14,,
25.40868,97.82,1009.91,25.78,1762319284,4.14,,
25.44031,97.83,1009.88,25.81,1762319344,4.14,,
25.47539,97.86,1009.89,25.84,1762319404,4.14,,
25.4472,97.87,1009.87,25.81,1762319464,4.14,,
25.49397,97.91,1009.86,25.85,1762319524,4.14,,
25.50875,97.88,1009.82,25.87,1762319584,4.13,,
25.51391,97.91,1009.84,25.87,1762319644,4.14,,
25.56378,97.91,1009.83,25.92,1762319705,4.14,,
25.51047,97.89,1009.81,25.87,1762319765,4.15,,
